"Click to enlarge","Büyükmek için týklayýnýz"
"Choose a color","Renk seçiniz"
" and click Select to fill the place of the photo."," ve resim alanýný doldurmak için Seç butonuna basýnýz"
"Click to show page","Sayfayý göstermek için týklayýnýz"
"Recommended size:","Tevsiye edilen ebat:"
"px","px"
"Use this product as source","Bu ürünü kaynak olarak kullan"
"Set Defaults For Created Products","Oluþturulan ürünler için varsayýlan ayarlarý düzenle"
"Use image","Resimi kullan"
"Selected image","Seçilen resim"
"Can't crop image","Resim kýrpýlamýyor"
"Can't restore image","Resim geri yüklenemiyor"
"Can't load image","Resim yüklenemiyor"
"Can't rotate image","Resim döndürülemiyor"
"Original size","Orijinal ebat"
"Unknown error occured","Bilinmeyen bir hata oluþtu"
"Adapt for this field","Bu alan için uygula"
"Global changes","Global deðiþiklikler"
"Fit image","Resimi sýðdýr"
"Fill frame","Çerçeveyi kapla"
"Fit height","Yüksekliðe sýðdýr"
"Fit width","Geniþliðe sýðdýr"
"Cropping this image will affect all fields it is used for.","Bu resimi kýrpmanýz halinde resimin kullanýldýðý tüm alanlar bu deðiþiklikten etkilenecektir."
"Uploaded image","Yüklenen resim"
"Cropped image","Kýrpýlan resim"
"Recommended image","Tavsiye edilen resim"
"at","at"
"dpi","dpi"
"Size and resolution of the uploaded image as it will be shown in the design.","Yüklenen resimin boyutu ve çözünürlüðü tasarýmda gösterildiði gibi olacaktýr."
"Size and resolution of the selected image area as it will be shown in the design.","Seçilen resimin boyutu ve çözünürlüðü tasarýmda gösterildiði gibi olacaktýr."
"Best image size for fit and quality.","Baskýnýn kaliteli çýkmasý ve çalýþma alanýna sýðmasý için en iyi resim boyutu"
"Move, resize and crop the image for the best fit and resolution","Tasarýmý dilediðiniz þekilde düzenlemek için büyütün, küçültün, yer deðiþtirin veya kýrpýn"
"The selected area is too small for quality output.","Seçilen alan kaliteli bir baský için çok küçük"
"The image resolution is too small for quality output. Try resizing here or upload a larger image.","Resim çözünürlüðü kaliteli bir baský için çok düþük. Lütfen bu resimi çalýþmanýzda daha küçük bir ebatta kullanýnýn veya daha yüksek çözünürlüklü bir resim yükleyin."
"The image is too small. Upload a larger image or move, resize and crop this one for the best fit.","Resim çok küçük. Daha büyük bir resim yükleyin veya baskýnýn kaliteli çýkmasý için resimi küçültün"
"Fit the image into the frame without cropping. It may leave white space.","Resimi kýrpmadan orantýsal olarak küçült/büyüt ve çerçeve içerisine yerþeltir. Bu iþlem sonunda çerçeve içerisinde beyaz alan kalabilir"
"Fit the image into the frame without any white space. It may crop the image.","Resimi çerçeve içerisine beyaz alan kalmayacak þekilde yerþeltir. Bu iþlem sonunda resim kýrpýlabilir"
"Fit the width of the image in the frame. May leave white space above and below.","Resimin geniþ kenarýný çerçeve içerisine tam sýðdýr. Bu iþlem sonunda resimin üstünde ve altýnda beyaz alan kalabilir."
"Fit the height of the image in the frame. May leave white space on the sides.","Resimin uzun kenarýný çerçeve içerisine tam sýðdýr. Bu iþlem sonunda resimin saðýnda ve solunda beyaz alan kalabilir."
"Return to a default position.","Varsayýlan konuma geri dön."
"Cannot update the preview. Try again.","Deðiþiklikler uygulanamadý. Lütfen tekrar deneyiniz."
"Cannot update the preview. Try again or add to cart as is and we will update it manually.","Deðiþiklikler uygulanamadý. Tasarýmý mevcut haliyle sepete ekleyiniz. Grafik birimimiz yaptýðýnýz deðiþiklikleri sizin için tasarýma uygulayacaktýr. Lütfen bizimle irtibat kurunuz."
"The product was added in fallback mode. We will update it manually with your input data","Ürün sepete eklenirken bir hata oluþtu. Grafik birimimiz yaptýðýnýz deðiþiklikleri sizin için tasarýma uygulayacaktýr. Lütfen bizimle irtibat kurunuz."
"* Click on a cell to insert the value or click on the first column to insert the entire row.","* Tek tek deðer girmek için bir hücrelere týklayýnýz. Tüm satýrý tek seferde girmek için lütfen ilk kolonun üzerine týklayýnýz."
"Database look-up","Veritabanýna göz at"
"Form","Form"
"Editor","Editör"
"Enlarge","Büyüt"
"Dynamic imaging (no PDF output)","Dinamik Görüntüleme"
